Freq.	V(n002)
1.08642562361706e+001	(-1.48187012104907e-007dB,-1.05835245723602e-002°)
1.08893009333343e+001	(-1.48871154237752e-007dB,-1.06079220941379e-002°)
1.09144033644875e+001	(-1.49558138243743e-007dB,-1.06323758998201e-002°)
1.09395636627209e+001	(-1.50248608293642e-007dB,-1.06568860394806e-002°)
1.09647819614318e+001	(-1.50942026292711e-007dB,-1.06814527134187e-002°)
1.09900583943252e+001	(-1.51638726862589e-007dB,-1.07060760050917e-002°)
1.10153930954141e+001	(-1.52338566318482e-007dB,-1.07307560814151e-002°)
1.10407861990207e+001	(-1.53041947749278e-007dB,-1.07554930091549e-002°)
1.10662378397766e+001	(-1.53748183589483e-007dB,-1.07802870053018e-002°)
1.10917481526240e+001	(-1.54457914152546e-007dB,-1.08051381199298e-002°)
1.11173172728159e+001	(-1.55170999610983e-007dB,-1.08300465199545e-002°)
1.11429453359173e+001	(-1.55887218169474e-007dB,-1.08550123722917e-002°)
1.11686324778056e+001	(-1.56606744371294e-007dB,-1.08800357603988e-002°)
1.11943788346715e+001	(-1.57329510713519e-007dB,-1.09051168345000e-002°)
1.12201845430196e+001	(-1.58055772742935e-007dB,-1.09302557448188e-002°)
1.12460497396692e+001	(-1.58785228625039e-007dB,-1.09554525748133e-002°)
1.12719745617551e+001	(-1.59518210088487e-007dB,-1.09807075414733e-002°)
1.12979591467279e+001	(-1.60254573448484e-007dB,-1.10060206614904e-002°)
1.13240036323555e+001	(-1.60994098838365e-007dB,-1.10313921852382e-002°)
1.13501081567231e+001	(-1.61737354247019e-007dB,-1.10568221627906e-002°)
1.13762728582343e+001	(-1.62483960693746e-007dB,-1.10823107443720e-002°)
1.14024978756117e+001	(-1.63233776422406e-007dB,-1.11078581469727e-002°)
1.14287833478977e+001	(-1.63987370386215e-007dB,-1.11334644039751e-002°)
1.14551294144553e+001	(-1.64744282600966e-007dB,-1.11591296822953e-002°)
1.14815362149688e+001	(-1.65504688574260e-007dB,-1.11848541321568e-002°)
1.15080038894443e+001	(-1.66268682810193e-007dB,-1.12106378537090e-002°)
1.15345325782109e+001	(-1.67036047370753e-007dB,-1.12364810806338e-002°)
1.15611224219210e+001	(-1.67807190166469e-007dB,-1.12623838630052e-002°)
1.15877735615512e+001	(-1.68581496920731e-007dB,-1.12883463677396e-002°)
1.16144861384034e+001	(-1.69359773811320e-007dB,-1.13143686782936e-002°)
1.16412602941049e+001	(-1.70141482743500e-007dB,-1.13404509782750e-002°)
1.16680961706096e+001	(-1.70926880228381e-007dB,-1.13665934179074e-002°)
1.16949939101987e+001	(-1.71715825474154e-007dB,-1.13927961140318e-002°)
1.17219536554813e+001	(-1.72508567277309e-007dB,-1.14190592335632e-002°)
1.17489755493953e+001	(-1.73304576222059e-007dB,-1.14453829267265e-002°)
1.17760597352080e+001	(-1.74104650771562e-007dB,-1.14717672269035e-002°)
1.18032063565173e+001	(-1.74908262474357e-007dB,-1.14982124178514e-002°)
1.18304155572516e+001	(-1.75715582016411e-007dB,-1.15247185496445e-002°)
1.18576874816716e+001	(-1.76526786833981e-007dB,-1.15512857391234e-002°)
1.18850222743701e+001	(-1.77341576056893e-007dB,-1.15779141865871e-002°)
1.19124200802737e+001	(-1.78160049010880e-007dB,-1.16046040756424e-002°)
1.19398810446427e+001	(-1.78982220160854e-007dB,-1.16313554563641e-002°)
1.19674053130724e+001	(-1.79808584206817e-007dB,-1.16581684956670e-002°)
1.19949930314937e+001	(-1.80638362936489e-007dB,-1.16850433437759e-002°)
1.20226443461741e+001	(-1.81472368313615e-007dB,-1.17119801509137e-002°)
1.20503594037179e+001	(-1.82309906986732e-007dB,-1.17389790673053e-002°)
1.20781383510678e+001	(-1.83151472691515e-007dB,-1.17660402097909e-002°)
1.21059813355048e+001	(-1.83996681625626e-007dB,-1.17931637452865e-002°)
1.21338885046497e+001	(-1.84846188567429e-007dB,-1.18203497739403e-002°)
1.21618600064636e+001	(-1.85699300165461e-007dB,-1.18475985127436e-002°)
1.21898959892486e+001	(-1.86556507262416e-007dB,-1.18749100451534e-002°)
1.22179966016487e+001	(-1.87417592884610e-007dB,-1.19022845714685e-002°)
1.22461619926504e+001	(-1.88282572461284e-007dB,-1.19297221751467e-002°)
1.22743923115840e+001	(-1.89151703467877e-007dB,-1.19572230231030e-002°)
1.23026877081238e+001	(-1.90024923223106e-007dB,-1.19847872488700e-002°)
1.23310483322890e+001	(-1.90901938571413e-007dB,-1.20124150527466e-002°)
1.23594743344450e+001	(-1.91783003130931e-007dB,-1.20401065515733e-002°)
1.23879658653036e+001	(-1.92668290480608e-007dB,-1.20678618454991e-002°)
1.24165230759240e+001	(-1.93557583646760e-007dB,-1.20956811348229e-002°)
1.24451461177138e+001	(-1.94451063922957e-007dB,-1.21235645864600e-002°)
1.24738351424294e+001	(-1.95348665734931e-007dB,-1.21515122838681e-002°)
1.25025903021771e+001	(-1.96250255041161e-007dB,-1.21795244440376e-002°)
1.25314117494141e+001	(-1.97156160677324e-007dB,-1.22076011170426e-002°)
1.25602996369487e+001	(-1.98066248601899e-007dB,-1.22357425365649e-002°)
1.25892541179416e+001	(-1.98980301841202e-007dB,-1.22639488695205e-002°)
1.26182753459066e+001	(-1.99898808344945e-007dB,-1.22922201826747e-002°)
1.26473634747114e+001	(-2.00821556925408e-007dB,-1.23205566763264e-002°)
1.26765186585784e+001	(-2.01748484901306e-007dB,-1.23489585340828e-002°)
1.27057410520853e+001	(-2.02679690634045e-007dB,-1.23774258060183e-002°)
1.27350308101665e+001	(-2.03615275378012e-007dB,-1.24059587258145e-002°)
1.27643880881134e+001	(-2.04555098341395e-007dB,-1.24345574436954e-002°)
1.27938130415752e+001	(-2.05499257885599e-007dB,-1.24632220264271e-002°)
1.28233058265601e+001	(-2.06447856229340e-007dB,-1.24919527410743e-002°)
1.28528665994361e+001	(-2.07400830691333e-007dB,-1.25207496544032e-002°)
1.28824955169313e+001	(-2.08358047230057e-007dB,-1.25496129834041e-002°)
1.29121927361353e+001	(-2.09319841431480e-007dB,-1.25785428449173e-002°)
1.29419584144998e+001	(-2.10285993428937e-007dB,-1.26075393724756e-002°)
1.29717927098395e+001	(-2.11256606405470e-007dB,-1.26366027663774e-002°)
1.30016957803328e+001	(-2.12231777758157e-007dB,-1.26657331601549e-002°)
1.30316677845229e+001	(-2.13211372481152e-007dB,-1.26949306873406e-002°)
1.30617088813183e+001	(-2.14195565117731e-007dB,-1.27241955148498e-002°)
1.30918192299940e+001	(-2.15184144480175e-007dB,-1.27535278262898e-002°)
1.31219989901920e+001	(-2.16177365150944e-007dB,-1.27829277551926e-002°)
1.31522483219223e+001	(-2.17175248345244e-007dB,-1.28123954684737e-002°)
1.31825673855640e+001	(-2.18177581911029e-007dB,-1.28419310996657e-002°)
1.32129563418657e+001	(-2.19184776651810e-007dB,-1.28715347989919e-002°)
1.32434153519466e+001	(-2.20196543269344e-007dB,-1.29012067500598e-002°)
1.32739445772973e+001	(-2.21212821010998e-007dB,-1.29309471364765e-002°)
1.33045441797808e+001	(-2.22233866387889e-007dB,-1.29607560250078e-002°)
1.33352143216332e+001	(-2.23259705436858e-007dB,-1.29906336660269e-002°)
1.33659551654643e+001	(-2.24290202187733e-007dB,-1.30205801763748e-002°)
1.33967668742593e+001	(-2.25325454037590e-007dB,-1.30505957229668e-002°)
1.34276496113785e+001	(-2.26365563205147e-007dB,-1.30806804560266e-002°)
1.34586035405594e+001	(-2.27410471830755e-007dB,-1.31108345257784e-002°)
1.34896288259164e+001	(-2.28459969691023e-007dB,-1.31410581659040e-002°)
1.35207256319427e+001	(-2.29514624774845e-007dB,-1.31713514264772e-002°)
1.35518941235103e+001	(-2.30573989634266e-007dB,-1.32017145244888e-002°)
1.35831344658714e+001	(-2.31638400819584e-007dB,-1.32321476101623e-002°)
1.36144468246594e+001	(-2.32707411847171e-007dB,-1.32626508837968e-002°)
1.36458313658891e+001	(-2.33781516452705e-007dB,-1.32932244789240e-002°)
1.36772882559584e+001	(-2.34860655812211e-007dB,-1.33238685123849e-002°)
1.37088176616484e+001	(-2.35944854033878e-007dB,-1.33545832011693e-002°)
1.37404197501251e+001	(-2.37033898001332e-007dB,-1.33853686955017e-002°)
1.37720946889394e+001	(-2.38127892826271e-007dB,-1.34162251789889e-002°)
1.38038426460287e+001	(-2.39227014016302e-007dB,-1.34471527851629e-002°)
1.38356637897177e+001	(-2.40331289536923e-007dB,-1.34781516809392e-002°)
1.38675582887188e+001	(-2.41440580524977e-007dB,-1.35092220332334e-002°)
1.38995263121334e+001	(-2.42554994020818e-007dB,-1.35403640089609e-002°)
1.39315680294529e+001	(-2.43674706496380e-007dB,-1.35715777750369e-002°)
1.39636836105593e+001	(-2.44799352471544e-007dB,-1.36028634983773e-002°)
1.39958732257261e+001	(-2.45929346607135e-007dB,-1.36342213458970e-002°)
1.40281370456195e+001	(-2.47064477715433e-007dB,-1.36656514678203e-002°)
1.40604752412990e+001	(-2.48204929018664e-007dB,-1.36971540644453e-002°)
1.40928879842186e+001	(-2.49350561653672e-007dB,-1.37287292859963e-002°)
1.41253754462274e+001	(-2.50501485553792e-007dB,-1.37603772826970e-002°)
1.41579377995707e+001	(-2.51657718076922e-007dB,-1.37920982214628e-002°)
1.41905752168908e+001	(-2.52819290081544e-007dB,-1.38238923025923e-002°)
1.42232878712281e+001	(-2.53986223747192e-007dB,-1.38557596763092e-002°)
1.42560759360218e+001	(-2.55158580790827e-007dB,-1.38877005095290e-002°)
1.42889395851109e+001	(-2.56336350604851e-007dB,-1.39197149691671e-002°)
1.43218789927353e+001	(-2.57519636372306e-007dB,-1.39518032388304e-002°)
1.43548943335364e+001	(-2.58708223048165e-007dB,-1.39839654520517e-002°)
1.43879857825583e+001	(-2.59902419217226e-007dB,-1.40162018592035e-002°)
1.44211535152486e+001	(-2.61102084087679e-007dB,-1.40485125437438e-002°)
1.44543977074592e+001	(-2.62307287091106e-007dB,-1.40808977059712e-002°)
1.44877185354475e+001	(-2.63518054264350e-007dB,-1.41133575294925e-002°)
1.45211161758773e+001	(-2.64734365356537e-007dB,-1.41458921812232e-002°)
1.45545908058195e+001	(-2.65956296549542e-007dB,-1.41785018614618e-002°)
1.45881426027534e+001	(-2.67183945240444e-007dB,-1.42111866870489e-002°)
1.46217717445671e+001	(-2.68417218853806e-007dB,-1.42439468582833e-002°)
1.46554784095590e+001	(-2.69656146319454e-007dB,-1.42767825587718e-002°)
1.46892627764385e+001	(-2.70900872286517e-007dB,-1.43096939387383e-002°)
1.47231250243271e+001	(-2.72151262713474e-007dB,-1.43426812151729e-002°)
1.47570653327588e+001	(-2.73407425605007e-007dB,-1.43757445216078e-002°)
1.47910838816819e+001	(-2.74669386033634e-007dB,-1.44088840416501e-002°)
1.48251808514594e+001	(-2.75937330114565e-007dB,-1.44420999422149e-002°)
1.48593564228699e+001	(-2.77210888510370e-007dB,-1.44753924236013e-002°)
1.48936107771090e+001	(-2.78490483596497e-007dB,-1.45087616527241e-002°)
1.49279440957898e+001	(-2.79775908042534e-007dB,-1.45422078298822e-002°)
1.49623565609442e+001	(-2.81067382679483e-007dB,-1.45757310886076e-002°)
1.49968483550236e+001	(-2.82364696319624e-007dB,-1.46093315958160e-002°)
1.50314196609001e+001	(-2.83668003255359e-007dB,-1.46430096018805e-002°)
1.50660706618673e+001	(-2.84977401848095e-007dB,-1.46767652403332e-002°)
1.51008015416413e+001	(-2.86292805308362e-007dB,-1.47105986780897e-002°)
1.51356124843619e+001	(-2.87614201099902e-007dB,-1.47445101321402e-002°)
1.51705036745932e+001	(-2.88941733871846e-007dB,-1.47784997360166e-002°)
1.52054752973248e+001	(-2.90275399766884e-007dB,-1.48125677234008e-002°)
1.52405275379728e+001	(-2.91615297146425e-007dB,-1.48467142278249e-002°)
1.52756605823806e+001	(-2.92961337292342e-007dB,-1.48809394495875e-002°)
1.53108746168202e+001	(-2.94313632066628e-007dB,-1.49152435556040e-002°)
1.53461698279928e+001	(-2.95672051285072e-007dB,-1.49496267461731e-002°)
1.53815464030302e+001	(-2.97036778169904e-007dB,-1.49840892215930e-002°)
1.54170045294954e+001	(-2.98407923618788e-007dB,-1.50186311320875e-002°)
1.54525443953840e+001	(-2.99785318874414e-007dB,-1.50532526445723e-002°)
1.54881661891247e+001	(-3.01169108585912e-007dB,-1.50879539593456e-002°)
1.55238700995807e+001	(-3.02559209821119e-007dB,-1.51227353267810e-002°)
1.55596563160506e+001	(-3.03955803873607e-007dB,-1.51575968136440e-002°)
1.55955250282694e+001	(-3.05358767309461e-007dB,-1.51925387203829e-002°)
1.56314764264094e+001	(-3.06768282386580e-007dB,-1.52275611137634e-002°)
1.56675107010813e+001	(-3.08184148524848e-007dB,-1.52626643109253e-002°)
1.57036280433354e+001	(-3.09606823779831e-007dB,-1.52978483619424e-002°)
1.57398286446620e+001	(-3.11035713161464e-007dB,-1.53331135839552e-002°)
1.57761126969933e+001	(-3.12471471448123e-007dB,-1.53684600604201e-002°)
1.58124803927037e+001	(-3.13913700372554e-007dB,-1.54038880417111e-002°)
1.58489319246110e+001	(-3.15362705626578e-007dB,-1.54393976780515e-002°)
1.58854674859776e+001	(-3.16818437065169e-007dB,-1.54749891697399e-002°)
1.59220872705115e+001	(-3.18280650713471e-007dB,-1.55106627337669e-002°)
1.59587914723672e+001	(-3.19749849950444e-007dB,-1.55464185036640e-002°)
1.59955802861465e+001	(-3.21225870840416e-007dB,-1.55822566964214e-002°)
1.60324539069002e+001	(-3.22708466515550e-007dB,-1.56181775123382e-002°)
1.60694125301286e+001	(-3.24198103710361e-007dB,-1.56541811350206e-002°)
1.61064563517825e+001	(-3.25694380300284e-007dB,-1.56902677981508e-002°)
1.61435855682647e+001	(-3.27197838237378e-007dB,-1.57264375684942e-002°)
1.61808003764305e+001	(-3.28708039716962e-007dB,-1.57626907965739e-002°)
1.62181009735891e+001	(-3.30225329968284e-007dB,-1.57990275491554e-002°)
1.62554875575047e+001	(-3.31749545055673e-007dB,-1.58354481099954e-002°)
1.62929603263970e+001	(-3.33280833485568e-007dB,-1.58719525792428e-002°)
1.63305194789432e+001	(-3.34819229009435e-007dB,-1.59085412239622e-002°)
1.63681652142779e+001	(-3.36364647730786e-007dB,-1.59452141943778e-002°)
1.64058977319952e+001	(-3.37917275764832e-007dB,-1.59819717241709e-002°)
1.64437172321491e+001	(-3.39477112147250e-007dB,-1.60188139635652e-002°)
1.64816239152549e+001	(-3.41043912903185e-007dB,-1.60557411796260e-002°)
1.65196179822900e+001	(-3.42618179482943e-007dB,-1.60927534891932e-002°)
1.65576996346951e+001	(-3.44199635124534e-007dB,-1.61298511259489e-002°)
1.65958690743754e+001	(-3.45788310686443e-007dB,-1.61670343068831e-002°)
1.66341265037015e+001	(-3.47384399034174e-007dB,-1.62043031655278e-002°)
1.66724721255104e+001	(-3.48987892453112e-007dB,-1.62416579689478e-002°)
1.67109061431069e+001	(-3.50598709939750e-007dB,-1.62790988673670e-002°)
1.67494287602642e+001	(-3.52216999036200e-007dB,-1.63166260610838e-002°)
1.67880401812254e+001	(-3.53842798315568e-007dB,-1.63542397837796e-002°)
1.68267406107045e+001	(-3.55476104884874e-007dB,-1.63919402023700e-002°)
1.68655302538872e+001	(-3.57116944780965e-007dB,-1.64297275338450e-002°)
1.69044093164324e+001	(-3.58765165640101e-007dB,-1.64676019951949e-002°)
1.69433780044731e+001	(-3.60421228410832e-007dB,-1.65055637700258e-002°)
1.69824365246172e+001	(-3.62084895868598e-007dB,-1.65436130085621e-002°)
1.70215850839493e+001	(-3.63756164156092e-007dB,-1.65817499778684e-002°)
1.70608238900310e+001	(-3.65435183708410e-007dB,-1.66199748949347e-002°)
1.71001531509027e+001	(-3.67121995027311e-007dB,-1.66582878766016e-002°)
1.71395730750841e+001	(-3.68816552789408e-007dB,-1.66966892400085e-002°)
1.71790838715757e+001	(-3.70518930283595e-007dB,-1.67351790686130e-002°)
1.72186857498599e+001	(-3.72229127509878e-007dB,-1.67737576628629e-002°)
1.72583789199018e+001	(-3.73947334440779e-007dB,-1.68124251729817e-002°)
1.72981635921508e+001	(-3.75673396783902e-007dB,-1.68511818326513e-002°)
1.73380399775412e+001	(-3.77407425436915e-007dB,-1.68900278421702e-002°)
1.73780082874935e+001	(-3.79149456079942e-007dB,-1.69289633851450e-002°)
1.74180687339159e+001	(-3.80899526321759e-007dB,-1.69679886952575e-002°)
1.74582215292048e+001	(-3.82657636162372e-007dB,-1.70071039561145e-002°)
1.74984668862464e+001	(-3.84423900356758e-007dB,-1.70463094013975e-002°)
1.75388050184174e+001	(-3.86198317940596e-007dB,-1.70856052147135e-002°)
1.75792361395867e+001	(-3.87981003668864e-007dB,-1.71249916130522e-002°)
1.76197604641161e+001	(-3.89771800356183e-007dB,-1.71644688134041e-002°)
1.76603782068614e+001	(-3.91570861330632e-007dB,-1.72040370160674e-002°)
1.77010895831740e+001	(-3.93378226129644e-007dB,-1.72436964213405e-002°)
1.77418948089014e+001	(-3.95194014329836e-007dB,-1.72834472962879e-002°)
1.77827941003890e+001	(-3.97018181572147e-007dB,-1.73232897243673e-002°)
1.78237876744807e+001	(-3.98850691212138e-007dB,-1.73632240727929e-002°)
1.78648757485203e+001	(-4.00691697542215e-007dB,-1.74032504417136e-002°)
1.79060585403527e+001	(-4.02541241064139e-007dB,-1.74433690981939e-002°)
1.79473362683250e+001	(-4.04399320813589e-007dB,-1.74835802091493e-002°)
1.79887091512877e+001	(-4.06265898217468e-007dB,-1.75238840416447e-002°)
1.80301774085955e+001	(-4.08141170962924e-007dB,-1.75642807959780e-002°)
1.80717412601090e+001	(-4.10025098548205e-007dB,-1.76047706390648e-002°)
1.81134009261958e+001	(-4.11917642400217e-007dB,-1.76453538379699e-002°)
1.81551566277311e+001	(-4.13819001170433e-007dB,-1.76860306096830e-002°)
1.81970085860996e+001	(-4.15728978136046e-007dB,-1.77268011545029e-002°)
1.82389570231961e+001	(-4.17647968671343e-007dB,-1.77676656560358e-002°)
1.82810021614272e+001	(-4.19575777982171e-007dB,-1.78086243813469e-002°)
1.83231442237119e+001	(-4.21512483214737e-007dB,-1.78496774973513e-002°)
1.83653834334832e+001	(-4.23458089190686e-007dB,-1.78908252711138e-002°)
1.84077200146893e+001	(-4.25412675949207e-007dB,-1.79320679029326e-002°)
1.84501541917945e+001	(-4.27376323529488e-007dB,-1.79734055931063e-002°)
1.84926861897805e+001	(-4.29348916212236e-007dB,-1.80148386253911e-002°)
1.85353162341479e+001	(-4.31330732688107e-007dB,-1.80563671166274e-002°)
1.85780445509167e+001	(-4.33321655309152e-007dB,-1.80979913505716e-002°)
1.86208713666284e+001	(-4.35321808473625e-007dB,-1.81397115275220e-002°)
1.86637969083464e+001	(-4.37331115999659e-007dB,-1.81815279312349e-002°)
1.87068214036578e+001	(-4.39349775574402e-007dB,-1.82234406785507e-002°)
1.87499450806739e+001	(-4.41377710051659e-007dB,-1.82654500532259e-002°)
1.87931681680324e+001	(-4.43414968612140e-007dB,-1.83075562889418e-002°)
1.88364908948977e+001	(-4.45461749907319e-007dB,-1.83497595859967e-002°)
1.88799134909627e+001	(-4.47517857214389e-007dB,-1.83920601613810e-002°)
1.89234361864495e+001	(-4.49583537401203e-007dB,-1.84344582654672e-002°)
1.89670592121112e+001	(-4.51658749001683e-007dB,-1.84769540818624e-002°)
1.90107827992327e+001	(-4.53743540232211e-007dB,-1.85195478776313e-002°)
1.90546071796322e+001	(-4.55837875412678e-007dB,-1.85622398697639e-002°)
1.90985325856621e+001	(-4.57941916550112e-007dB,-1.86050302752499e-002°)
1.91425592502106e+001	(-4.60055670394813e-007dB,-1.86479193110794e-002°)
1.91866874067026e+001	(-4.62179216985972e-007dB,-1.86909072109338e-002°)
1.92309172891013e+001	(-4.64312528358099e-007dB,-1.87339942251863e-002°)
1.92752491319091e+001	(-4.66455763625242e-007dB,-1.87771805541350e-002°)
1.93196831701690e+001	(-4.68608774280968e-007dB,-1.88204664481534e-002°)
1.93642196394658e+001	(-4.70771762834066e-007dB,-1.88638521242312e-002°)
1.94088587759275e+001	(-4.72944774607936e-007dB,-1.89073378160497e-002°)
1.94536008162263e+001	(-4.75127734385038e-007dB,-1.89509237572907e-002°)
1.94984459975802e+001	(-4.77320850460125e-007dB,-1.89946101649439e-002°)
1.95433945577537e+001	(-4.79524089081741e-007dB,-1.90383972726909e-002°)
1.95884467350596e+001	(-4.81737420355740e-007dB,-1.90822853475964e-002°)
1.96336027683602e+001	(-4.83961045826582e-007dB,-1.91262745732670e-002°)
1.96788628970682e+001	(-4.86194932707140e-007dB,-1.91703651833842e-002°)
1.97242273611483e+001	(-4.88439134035434e-007dB,-1.92145574783958e-002°)
1.97696964011183e+001	(-4.90693649811473e-007dB,-1.92588516252171e-002°)
1.98152702580507e+001	(-4.92958616005446e-007dB,-1.93032478742209e-002°)
1.98609491735734e+001	(-4.95233914969402e-007dB,-1.93477464924723e-002°)
1.99067333898716e+001	(-4.97519795499851e-007dB,-1.93923476635776e-002°)
1.99526231496885e+001	(-4.99816306777504e-007dB,-1.94370516712929e-002°)
1.99986186963271e+001	(-5.02123378406462e-007dB,-1.94818587075710e-002°)
2.00447202736513e+001	(-5.04441097176208e-007dB,-1.95267690561680e-002°)
2.00909281260870e+001	(-5.06769434156927e-007dB,-1.95717829340740e-002°)
2.01372424986236e+001	(-5.09108580285477e-007dB,-1.96169005749702e-002°)
2.01836636368153e+001	(-5.11458520132624e-007dB,-1.96621222041923e-002°)
2.02301917867824e+001	(-5.13819328915926e-007dB,-1.97074480971506e-002°)
2.02768271952125e+001	(-5.16191013385684e-007dB,-1.97528784791810e-002°)
2.03235701093619e+001	(-5.18573646830799e-007dB,-1.97984135923105e-002°)
2.03704207770569e+001	(-5.20967275539000e-007dB,-1.98440536785666e-002°)
2.04173794466950e+001	(-5.23371972799188e-007dB,-1.98897989716304e-002°)
2.04644463672464e+001	(-5.25787709681548e-007dB,-1.99356497135295e-002°)
2.05116217882553e+001	(-5.28214637585510e-007dB,-1.99816061379451e-002°)
2.05589059598411e+001	(-5.30652745903480e-007dB,-2.00276685286334e-002°)
2.06062991326997e+001	(-5.33102129139565e-007dB,-2.00738371025842e-002°)
2.06538015581050e+001	(-5.35562837438807e-007dB,-2.01201121018248e-002°)
2.07014134879101e+001	(-5.38034922874900e-007dB,-2.01664937516907e-002°)
2.07491351745488e+001	(-5.40518340124462e-007dB,-2.02129823693215e-002°)
2.07969668710366e+001	(-5.43013219371718e-007dB,-2.02595781299779e-002°)
2.08449088309726e+001	(-5.45519692729549e-007dB,-2.03062812756870e-002°)
2.08929613085401e+001	(-5.48037735125450e-007dB,-2.03530921152424e-002°)
2.09411245585086e+001	(-5.50567304129019e-007dB,-2.04000108823257e-002°)
2.09893988362349e+001	(-5.53108665894664e-007dB,-2.04470377688891e-002°)
2.10377843976644e+001	(-5.55661696024144e-007dB,-2.04941730753804e-002°)
2.10862814993326e+001	(-5.58226552667185e-007dB,-2.05414170354810e-002°)
2.11348903983661e+001	(-5.60803148069991e-007dB,-2.05887699412929e-002°)
2.11836113524847e+001	(-5.63391732957731e-007dB,-2.06362319680769e-002°)
2.12324446200019e+001	(-5.65992189682457e-007dB,-2.06838034246265e-002°)
2.12813904598268e+001	(-5.68604666750618e-007dB,-2.07314845529689e-002°)
2.13304491314654e+001	(-5.71229264452290e-007dB,-2.07792755784396e-002°)
2.13796208950220e+001	(-5.73865954821984e-007dB,-2.08271767764490e-002°)
2.14289060112002e+001	(-5.76514834292465e-007dB,-2.08751883973699e-002°)
2.14783047413050e+001	(-5.79175862361988e-007dB,-2.09233106999215e-002°)
2.15278173472434e+001	(-5.81849271433498e-007dB,-2.09715439344762e-002°)
2.15774440915263e+001	(-5.84534900464309e-007dB,-2.10198883764448e-002°)
2.16271852372698e+001	(-5.87232968356783e-007dB,-2.10683442511626e-002°)
2.16770410481966e+001	(-5.89943527184618e-007dB,-2.11169118256941e-002°)
2.17270117886371e+001	(-5.92666596234375e-007dB,-2.11655913671038e-002°)
2.17770977235312e+001	(-5.95402215043497e-007dB,-2.12143831007275e-002°)
2.18272991184297e+001	(-5.98150519582176e-007dB,-2.12632873270125e-002°)
2.18776162394952e+001	(-6.00911392202466e-007dB,-2.13123043130238e-002°)
2.19280493535041e+001	(-6.03685105809070e-007dB,-2.13614342507133e-002°)
2.19785987278479e+001	(-6.06471621828900e-007dB,-2.14106774822579e-002°)
2.20292646305342e+001	(-6.09270979799397e-007dB,-2.14600342163015e-002°)
2.20800473301886e+001	(-6.12083239508880e-007dB,-2.15095047282544e-002°)
2.21309470960560e+001	(-6.14908480032220e-007dB,-2.15590892935269e-002°)
2.21819641980018e+001	(-6.17746778515632e-007dB,-2.16087881374544e-002°)
2.22330989065137e+001	(-6.20598159067317e-007dB,-2.16586015771764e-002°)
2.22843514927027e+001	(-6.23462759586127e-007dB,-2.17085298213365e-002°)
