Freq.	V(n003)
1.21059813355048e+001	(6.45200733433318e-007dB,-1.17933075561519e-002°)
1.21338885046497e+001	(6.48178848368651e-007dB,-1.18204939422330e-002°)
1.21618600064636e+001	(6.51170701111021e-007dB,-1.18477429994370e-002°)
1.21898959892486e+001	(6.54176370735261e-007dB,-1.18750548722366e-002°)
1.22179966016487e+001	(6.57195911243690e-007dB,-1.19024297054362e-002°)
1.22461619926504e+001	(6.60229390139212e-007dB,-1.19298676441753e-002°)
1.22743923115840e+001	(6.63276871067419e-007dB,-1.19573688339271e-002°)
1.23026877081238e+001	(6.66338419602560e-007dB,-1.19849334205006e-002°)
1.23310483322890e+001	(6.69414097461573e-007dB,-1.20125615500402e-002°)
1.23594743344450e+001	(6.72503974076015e-007dB,-1.20402533690289e-002°)
1.23879658653036e+001	(6.75608109234169e-007dB,-1.20680090242855e-002°)
1.24165230759240e+001	(6.78726574296247e-007dB,-1.20958286629684e-002°)
1.24451461177138e+001	(6.81859434836497e-007dB,-1.21237124325744e-002°)
1.24738351424294e+001	(6.85006752571854e-007dB,-1.21516604809412e-002°)
1.25025903021771e+001	(6.88168602719841e-007dB,-1.21796729562468e-002°)
1.25314117494141e+001	(6.91345046997394e-007dB,-1.22077500070105e-002°)
1.25602996369487e+001	(6.94536147121450e-007dB,-1.22358917820951e-002°)
1.25892541179416e+001	(6.97741980238185e-007dB,-1.22640984307048e-002°)
1.26182753459066e+001	(7.00962613850498e-007dB,-1.22923701023895e-002°)
1.26473634747114e+001	(7.04198107746672e-007dB,-1.23207069470429e-002°)
1.26765186585784e+001	(7.07448537144226e-007dB,-1.23491091149047e-002°)
1.27057410520853e+001	(7.10713975332025e-007dB,-1.23775767565598e-002°)
1.27350308101665e+001	(7.13994478241041e-007dB,-1.24061100229421e-002°)
1.27643880881134e+001	(7.17290132660721e-007dB,-1.24347090653323e-002°)
1.27938130415752e+001	(7.20600990664727e-007dB,-1.24633740353595e-002°)
1.28233058265601e+001	(7.23927131327888e-007dB,-1.24921050850035e-002°)
1.28528665994361e+001	(7.27268627939066e-007dB,-1.25209023665934e-002°)
1.28824955169313e+001	(7.30625549929816e-007dB,-1.25497660328097e-002°)
1.29121927361353e+001	(7.33997959017073e-007dB,-1.25786962366852e-002°)
1.29419584144998e+001	(7.37385945847593e-007dB,-1.26076931316055e-002°)
1.29717927098395e+001	(7.40789560566381e-007dB,-1.26367568713094e-002°)
1.30016957803328e+001	(7.44208891891539e-007dB,-1.26658876098908e-002°)
1.30316677845229e+001	(7.47644003468655e-007dB,-1.26950855017972e-002°)
1.30617088813183e+001	(7.51094972443902e-007dB,-1.27243507018344e-002°)
1.30918192299940e+001	(7.54561868248831e-007dB,-1.27536833651631e-002°)
1.31219989901920e+001	(7.58044766100960e-007dB,-1.27830836473030e-002°)
1.31522483219223e+001	(7.61543743146460e-007dB,-1.28125517041316e-002°)
1.31825673855640e+001	(7.65058866888229e-007dB,-1.28420876918864e-002°)
1.32129563418657e+001	(7.68590218329746e-007dB,-1.28716917671641e-002°)
1.32434153519466e+001	(7.72137868831218e-007dB,-1.29013640869229e-002°)
1.32739445772973e+001	(7.75701899396125e-007dB,-1.29311048084832e-002°)
1.33045441797808e+001	(7.79282375598709e-007dB,-1.29609140895274e-002°)
1.33352143216332e+001	(7.82879380371104e-007dB,-1.29907920881026e-002°)
1.33659551654643e+001	(7.86492990859480e-007dB,-1.30207389626179e-002°)
1.33967668742593e+001	(7.90123272638078e-007dB,-1.30507548718498e-002°)
1.34276496113785e+001	(7.93770316353650e-007dB,-1.30808399749405e-002°)
1.34586035405594e+001	(7.97434195295056e-007dB,-1.31109944313979e-002°)
1.34896288259164e+001	(8.01114986608466e-007dB,-1.31412184010984e-002°)
1.35207256319427e+001	(8.04812761654083e-007dB,-1.31715120442873e-002°)
1.35518941235103e+001	(8.08527607221349e-007dB,-1.32018755215779e-002°)
1.35831344658714e+001	(8.12259602385089e-007dB,-1.32323089939559e-002°)
1.36144468246594e+001	(8.16008822362814e-007dB,-1.32628126227765e-002°)
1.36458313658891e+001	(8.19775348158002e-007dB,-1.32933865697670e-002°)
1.36772882559584e+001	(8.23559260774131e-007dB,-1.33240309970276e-002°)
1.37088176616484e+001	(8.27360637357367e-007dB,-1.33547460670337e-002°)
1.37404197501251e+001	(8.31179558911186e-007dB,-1.33855319426325e-002°)
1.37720946889394e+001	(8.35016110296376e-007dB,-1.34163887870490e-002°)
1.38038426460287e+001	(8.38870370587756e-007dB,-1.34473167638834e-002°)
1.38356637897177e+001	(8.42742422717458e-007dB,-1.34783160371125e-002°)
1.38675582887188e+001	(8.46632339974337e-007dB,-1.35093867710928e-002°)
1.38995263121334e+001	(8.50540218791108e-007dB,-1.35405291305575e-002°)
1.39315680294529e+001	(8.54466134385281e-007dB,-1.35717432806216e-002°)
1.39636836105593e+001	(8.58410171617639e-007dB,-1.36030293867797e-002°)
1.39958732257261e+001	(8.62372413420313e-007dB,-1.36343876149076e-002°)
1.40281370456195e+001	(8.66352942725431e-007dB,-1.36658181312642e-002°)
1.40604752412990e+001	(8.70351846322432e-007dB,-1.36973211024916e-002°)
1.40928879842186e+001	(8.74369207143444e-007dB,-1.37288966956160e-002°)
1.41253754462274e+001	(8.78405113906558e-007dB,-1.37605450780478e-002°)
1.41579377995707e+001	(8.82459643757939e-007dB,-1.37922664175846e-002°)
1.41905752168908e+001	(8.86532895058953e-007dB,-1.38240608824102e-002°)
1.42232878712281e+001	(8.90624946884417e-007dB,-1.38559286410955e-002°)
1.42560759360218e+001	(8.94735882166457e-007dB,-1.38878698626015e-002°)
1.42889395851109e+001	(8.98865797337785e-007dB,-1.39198847162773e-002°)
1.43218789927353e+001	(9.03014773401871e-007dB,-1.39519733718629e-002°)
1.43548943335364e+001	(9.07182899076806e-007dB,-1.39841359994902e-002°)
1.43879857825583e+001	(9.11370266937990e-007dB,-1.40163727696824e-002°)
1.44211535152486e+001	(9.15576961846202e-007dB,-1.40486838533558e-002°)
1.44543977074592e+001	(9.19803070590878e-007dB,-1.40810694218212e-002°)
1.44877185354475e+001	(9.24048689604725e-007dB,-1.41135296467844e-002°)
1.45211161758773e+001	(9.28313901819868e-007dB,-1.41460647003464e-002°)
1.45545908058195e+001	(9.32598809454980e-007dB,-1.41786747550055e-002°)
1.45881426027534e+001	(9.36903487727564e-007dB,-1.42113599836578e-002°)
1.46217717445671e+001	(9.41228038856292e-007dB,-1.42441205595969e-002°)
1.46554784095590e+001	(9.45572549630597e-007dB,-1.42769566565168e-002°)
1.46892627764385e+001	(9.49937116483184e-007dB,-1.43098684485120e-002°)
1.47231250243271e+001	(9.54321826203487e-007dB,-1.43428561100780e-002°)
1.47570653327588e+001	(9.58726771366901e-007dB,-1.43759198161121e-002°)
1.47910838816819e+001	(9.63152056120751e-007dB,-1.44090597419160e-002°)
1.48251808514594e+001	(9.67597765325812e-007dB,-1.44422760631949e-002°)
1.48593564228699e+001	(9.72063995414789e-007dB,-1.44755689560578e-002°)
1.48936107771090e+001	(9.76550835105768e-007dB,-1.45089385970218e-002°)
1.49279440957898e+001	(9.81058388546071e-007dB,-1.45423851630099e-002°)
1.49623565609442e+001	(9.85586752168402e-007dB,-1.45759088313527e-002°)
1.49968483550236e+001	(9.90136014690845e-007dB,-1.46095097797899e-002°)
1.50314196609001e+001	(9.94706268688793e-007dB,-1.46431881864708e-002°)
1.50660706618673e+001	(9.99297627952841e-007dB,-1.46769442299561e-002°)
1.51008015416413e+001	(1.00391017541511e-006dB,-1.47107780892167e-002°)
1.51356124843619e+001	(1.00854401522292e-006dB,-1.47446899436372e-002°)
1.51705036745932e+001	(1.01319924188031e-006dB,-1.47786799730157e-002°)
1.52054752973248e+001	(1.01787595953461e-006dB,-1.48127483575646e-002°)
1.52405275379728e+001	(1.02257425690390e-006dB,-1.48468952779107e-002°)
1.52756605823806e+001	(1.02729425163608e-006dB,-1.48811209150995e-002°)
1.53108746168202e+001	(1.03203602280595e-006dB,-1.49154254505913e-002°)
1.53461698279928e+001	(1.03679968227546e-006dB,-1.49498090662665e-002°)
1.53815464030302e+001	(1.04158533804923e-006dB,-1.49842719444243e-002°)
1.54170045294954e+001	(1.04639307498804e-006dB,-1.50188142677833e-002°)
1.54525443953840e+001	(1.05122300688246e-006dB,-1.50534362194847e-002°)
1.54881661891247e+001	(1.05607523016521e-006dB,-1.50881379830910e-002°)
1.55238700995807e+001	(1.06094985284090e-006dB,-1.51229197425881e-002°)
1.55596563160506e+001	(1.06584697327090e-006dB,-1.51577816823862e-002°)
1.55955250282694e+001	(1.07076669945981e-006dB,-1.51927239873198e-002°)
1.56314764264094e+001	(1.07570913555497e-006dB,-1.52277468426512e-002°)
1.56675107010813e+001	(1.08067438763233e-006dB,-1.52628504340680e-002°)
1.57036280433354e+001	(1.08566254826728e-006dB,-1.52980349476863e-002°)
1.57398286446620e+001	(1.09067374089369e-006dB,-1.53333005700518e-002°)
1.57761126969933e+001	(1.09570806194425e-006dB,-1.53686474881403e-002°)
1.58124803927037e+001	(1.10076561942358e-006dB,-1.54040758893576e-002°)
1.58489319246110e+001	(1.10584652133630e-006dB,-1.54395859615428e-002°)
1.58854674859776e+001	(1.11095088147301e-006dB,-1.54751778929668e-002°)
1.59220872705115e+001	(1.11607879626638e-006dB,-1.55108518723359e-002°)
1.59587914723672e+001	(1.12123037950701e-006dB,-1.55466080887901e-002°)
1.59955802861465e+001	(1.12640574305683e-006dB,-1.55824467319056e-002°)
1.60324539069002e+001	(1.13160500263507e-006dB,-1.56183679916964e-002°)
1.60694125301286e+001	(1.13682824888846e-006dB,-1.56543720586141e-002°)
1.61064563517825e+001	(1.14207561296548e-006dB,-1.56904591235495e-002°)
1.61435855682647e+001	(1.14734719322747e-006dB,-1.57266293778325e-002°)
1.61808003764305e+001	(1.15264310732232e-006dB,-1.57628830132360e-002°)
1.62181009735891e+001	(1.15796346518331e-006dB,-1.57992202219729e-002°)
1.62554875575047e+001	(1.16330838445832e-006dB,-1.58356411967006e-002°)
1.62929603263970e+001	(1.16867797315198e-006dB,-1.58721461305199e-002°)
1.63305194789432e+001	(1.17407234312620e-006dB,-1.59087352169776e-002°)
1.63681652142779e+001	(1.17949161395753e-006dB,-1.59454086500649e-002°)
1.64058977319952e+001	(1.18493590522251e-006dB,-1.59821666242228e-002°)
1.64437172321491e+001	(1.19040531913979e-006dB,-1.60190093343383e-002°)
1.64816239152549e+001	(1.19589997914323e-006dB,-1.60559369757482e-002°)
1.65196179822900e+001	(1.20142000095206e-006dB,-1.60929497442407e-002°)
1.65576996346951e+001	(1.20696550607147e-006dB,-1.61300478360539e-002°)
1.65958690743754e+001	(1.21253660443472e-006dB,-1.61672314478792e-002°)
1.66341265037015e+001	(1.21813341947568e-006dB,-1.62045007768613e-002°)
1.66724721255104e+001	(1.22375606691356e-006dB,-1.62418560205986e-002°)
1.67109061431069e+001	(1.22940466632491e-006dB,-1.62792973771464e-002°)
1.67494287602642e+001	(1.23507934307223e-006dB,-1.63168250450150e-002°)
1.67880401812254e+001	(1.24078021287475e-006dB,-1.63544392231734e-002°)
1.68267406107045e+001	(1.24650739338035e-006dB,-1.63921401110493e-002°)
1.68655302538872e+001	(1.25226100802287e-006dB,-1.64299279085294e-002°)
1.69044093164324e+001	(1.25804118409347e-006dB,-1.64678028159620e-002°)
1.69433780044731e+001	(1.26384803731138e-006dB,-1.65057650341564e-002°)
1.69824365246172e+001	(1.26968169303910e-006dB,-1.65438147643852e-002°)
1.70215850839493e+001	(1.27554228242508e-006dB,-1.65819522083856e-002°)
1.70608238900310e+001	(1.28142991540259e-006dB,-1.66201775683592e-002°)
1.71001531509027e+001	(1.28734472890606e-006dB,-1.66584910469735e-002°)
1.71395730750841e+001	(1.29328684058335e-006dB,-1.66968928473637e-002°)
1.71790838715757e+001	(1.29925638351159e-006dB,-1.67353831731331e-002°)
1.72186857498599e+001	(1.30525347533865e-006dB,-1.67739622283543e-002°)
1.72583789199018e+001	(1.31127825492761e-006dB,-1.68126302175705e-002°)
1.72981635921508e+001	(1.31733083992635e-006dB,-1.68513873457967e-002°)
1.73380399775412e+001	(1.32341136341197e-006dB,-1.68902338185197e-002°)
1.73780082874935e+001	(1.32951995074697e-006dB,-1.69291698417002e-002°)
1.74180687339159e+001	(1.33565673693712e-006dB,-1.69681956217743e-002°)
1.74582215292048e+001	(1.34182185120221e-006dB,-1.70073113656543e-002°)
1.74984668862464e+001	(1.34801541504743e-006dB,-1.70465172807277e-002°)
1.75388050184174e+001	(1.35423757312181e-006dB,-1.70858135748618e-002°)
1.75792361395867e+001	(1.36048845078785e-006dB,-1.71252004564024e-002°)
1.76197604641161e+001	(1.36676818305130e-006dB,-1.71646781341754e-002°)
1.76603782068614e+001	(1.37307689720331e-006dB,-1.72042468174886e-002°)
1.77010895831740e+001	(1.37941473210695e-006dB,-1.72439067161323e-002°)
1.77418948089014e+001	(1.38578182083932e-006dB,-1.72836580403803e-002°)
1.77827941003890e+001	(1.39217829840619e-006dB,-1.73235010009904e-002°)
1.78237876744807e+001	(1.39860430367061e-006dB,-1.73634358092075e-002°)
1.78648757485203e+001	(1.40505996585239e-006dB,-1.74034626767623e-002°)
1.79060585403527e+001	(1.41154542960056e-006dB,-1.74435818158748e-002°)
1.79473362683250e+001	(1.41806082799221e-006dB,-1.74837934392533e-002°)
1.79887091512877e+001	(1.42460629796176e-006dB,-1.75240977600963e-002°)
1.80301774085955e+001	(1.43118198030093e-006dB,-1.75644949920953e-002°)
1.80717412601090e+001	(1.43778801773008e-006dB,-1.76049853494321e-002°)
1.81134009261958e+001	(1.44442454911229e-006dB,-1.76455690467846e-002°)
1.81551566277311e+001	(1.45109170752465e-006dB,-1.76862462993238e-002°)
1.81970085860996e+001	(1.45778964340215e-006dB,-1.77270173227175e-002°)
1.82389570231961e+001	(1.46451849560785e-006dB,-1.77678823331300e-002°)
1.82810021614272e+001	(1.47127840300481e-006dB,-1.78088415472258e-002°)
1.83231442237119e+001	(1.47806951795667e-006dB,-1.78498951821661e-002°)
1.83653834334832e+001	(1.48489197739783e-006dB,-1.78910434556153e-002°)
1.84077200146893e+001	(1.49174592790597e-006dB,-1.79322865857378e-002°)
1.84501541917945e+001	(1.49863151220147e-006dB,-1.79736247912017e-002°)
1.84926861897805e+001	(1.50554888071929e-006dB,-1.80150582911789e-002°)
1.85353162341479e+001	(1.51249818196577e-006dB,-1.80565873053472e-002°)
1.85780445509167e+001	(1.51947955480396e-006dB,-1.80982120538898e-002°)
1.86208713666284e+001	(1.52649315352615e-006dB,-1.81399327574984e-002°)
1.86637969083464e+001	(1.53353912856733e-006dB,-1.81817496373725e-002°)
1.87068214036578e+001	(1.54061762071919e-006dB,-1.82236629152224e-002°)
1.87499450806739e+001	(1.54772879006000e-006dB,-1.82656728132688e-002°)
1.87931681680324e+001	(1.55487278123876e-006dB,-1.83077795542461e-002°)
1.88364908948977e+001	(1.56204974854776e-006dB,-1.83499833613995e-002°)
1.88799134909627e+001	(1.56925984242198e-006dB,-1.83922844584918e-002°)
1.89234361864495e+001	(1.57650321908235e-006dB,-1.84346830697995e-002°)
1.89670592121112e+001	(1.58378002703519e-006dB,-1.84771794201174e-002°)
1.90107827992327e+001	(1.59109042250145e-006dB,-1.85197737347572e-002°)
1.90546071796322e+001	(1.59843456363071e-006dB,-1.85624662395515e-002°)
1.90985325856621e+001	(1.60581259892929e-006dB,-1.86052571608528e-002°)
1.91425592502106e+001	(1.61322469426139e-006dB,-1.86481467255354e-002°)
1.91866874067026e+001	(1.62067100199064e-006dB,-1.86911351609963e-002°)
1.92309172891013e+001	(1.62815168219528e-006dB,-1.87342226951570e-002°)
1.92752491319091e+001	(1.63566688916760e-006dB,-1.87774095564649e-002°)
1.93196831701690e+001	(1.64321678298582e-006dB,-1.88206959738931e-002°)
1.93642196394658e+001	(1.65080152565683e-006dB,-1.88640821769432e-002°)
1.94088587759275e+001	(1.65842128304486e-006dB,-1.89075683956456e-002°)
1.94536008162263e+001	(1.66607620751350e-006dB,-1.89511548605613e-002°)
1.94984459975802e+001	(1.67376646492696e-006dB,-1.89948418027821e-002°)
1.95433945577537e+001	(1.68149221922079e-006dB,-1.90386294539333e-002°)
1.95884467350596e+001	(1.68925363625917e-006dB,-1.90825180461739e-002°)
1.96336027683602e+001	(1.69705087804901e-006dB,-1.91265078121979e-002°)
1.96788628970682e+001	(1.70488410852583e-006dB,-1.91705989852361e-002°)
1.97242273611483e+001	(1.71275349548249e-006dB,-1.92147917990566e-002°)
1.97696964011183e+001	(1.72065920478318e-006dB,-1.92590864879659e-002°)
1.98152702580507e+001	(1.72860140807805e-006dB,-1.93034832868120e-002°)
1.98609491735734e+001	(1.73658026930265e-006dB,-1.93479824309834e-002°)
1.99067333898716e+001	(1.74459596203578e-006dB,-1.93925841564115e-002°)
1.99526231496885e+001	(1.75264865021297e-006dB,-1.94372886995710e-002°)
1.99986186963271e+001	(1.76073851127034e-006dB,-1.94820962974824e-002°)
2.00447202736513e+001	(1.76886570914343e-006dB,-1.95270071877124e-002°)
2.00909281260870e+001	(1.77703042126834e-006dB,-1.95720216083756e-002°)
2.01372424986236e+001	(1.78523282315253e-006dB,-1.96171397981349e-002°)
2.01836636368153e+001	(1.79347308258884e-006dB,-1.96623619962040e-002°)
2.02301917867824e+001	(1.80175137894203e-006dB,-1.97076884423472e-002°)
2.02768271952125e+001	(1.81006788771956e-006dB,-1.97531193768829e-002°)
2.03235701093619e+001	(1.81842277864291e-006dB,-1.97986550406823e-002°)
2.03704207770569e+001	(1.82681623879147e-006dB,-1.98442956751724e-002°)
2.04173794466950e+001	(1.83524843981538e-006dB,-1.98900415223365e-002°)
2.04644463672464e+001	(1.84371956107938e-006dB,-1.99358928247158e-002°)
2.05116217882553e+001	(1.85222978580556e-006dB,-1.99818498254112e-002°)
2.05589059598411e+001	(1.86077929143000e-006dB,-2.00279127680828e-002°)
2.06062991326997e+001	(1.86936825731747e-006dB,-2.00740818969538e-002°)
2.06538015581050e+001	(1.87799686861868e-006dB,-2.01203574568092e-002°)
2.07014134879101e+001	(1.88666530855569e-006dB,-2.01667396929991e-002°)
2.07491351745488e+001	(1.89537375842190e-006dB,-2.02132288514386e-002°)
2.07969668710366e+001	(1.90412240722535e-006dB,-2.02598251786101e-002°)
2.08449088309726e+001	(1.91291143818807e-006dB,-2.03065289215645e-002°)
2.08929613085401e+001	(1.92174103838945e-006dB,-2.03533403279212e-002°)
2.09411245585086e+001	(1.93061139105153e-006dB,-2.04002596458717e-002°)
2.09893988362349e+001	(1.93952268903963e-006dB,-2.04472871241783e-002°)
2.10377843976644e+001	(1.94847512136178e-006dB,-2.04944230121782e-002°)
2.10862814993326e+001	(1.95746887316868e-006dB,-2.05416675597820e-002°)
2.11348903983661e+001	(1.96650414118295e-006dB,-2.05890210174774e-002°)
2.11836113524847e+001	(1.97558111055531e-006dB,-2.06364836363290e-002°)
2.12324446200019e+001	(1.98469997607972e-006dB,-2.06840556679811e-002°)
2.12813904598268e+001	(1.99386094026477e-006dB,-2.07317373646565e-002°)
2.13304491314654e+001	(2.00306418247520e-006dB,-2.07795289791606e-002°)
2.13796208950220e+001	(2.01230990521959e-006dB,-2.08274307648816e-002°)
2.14289060112002e+001	(2.02159830907788e-006dB,-2.08754429757909e-002°)
2.14783047413050e+001	(2.03092958112941e-006dB,-2.09235658664469e-002°)
2.15278173472434e+001	(2.04030392966873e-006dB,-2.09717996919933e-002°)
2.15774440915263e+001	(2.04972154177517e-006dB,-2.10201447081626e-002°)
2.16271852372698e+001	(2.05918262574330e-006dB,-2.10686011712774e-002°)
2.16770410481966e+001	(2.06868738408168e-006dB,-2.11171693382503e-002°)
2.17270117886371e+001	(2.07823601351292e-006dB,-2.11658494665861e-002°)
2.17770977235312e+001	(2.08782871461695e-006dB,-2.12146418143842e-002°)
2.18272991184297e+001	(2.09746569375965e-006dB,-2.12635466403383e-002°)
2.18776162394952e+001	(2.10714715537824e-006dB,-2.13125642037384e-002°)
2.19280493535041e+001	(2.11687330583860e-006dB,-2.13616947644725e-002°)
2.19785987278479e+001	(2.12664434957796e-006dB,-2.14109385830274e-002°)
2.20292646305342e+001	(2.13646049296219e-006dB,-2.14602959204908e-002°)
2.20800473301886e+001	(2.14632194814313e-006dB,-2.15097670385521e-002°)
2.21309470960560e+001	(2.15622891762934e-006dB,-2.15593521995040e-002°)
2.21819641980018e+001	(2.16618162128728e-006dB,-2.16090516662436e-002°)
2.22330989065137e+001	(2.17618026162549e-006dB,-2.16588657022740e-002°)
2.22843514927027e+001	(2.18622505272448e-006dB,-2.17087945717067e-002°)
2.23357222283049e+001	(2.19631620866472e-006dB,-2.17588385392609e-002°)
2.23872113856830e+001	(2.20645394352669e-006dB,-2.18089978702666e-002°)
2.24388192378273e+001	(2.21663847331953e-006dB,-2.18592728306652e-002°)
2.24905460583574e+001	(2.22687001019506e-006dB,-2.19096636870114e-002°)
2.25423921215239e+001	(2.23714877787703e-006dB,-2.19601707064743e-002°)
2.25943577022094e+001	(2.24747498851726e-006dB,-2.20107941568391e-002°)
2.26464430759302e+001	(2.25784885812488e-006dB,-2.20615343065079e-002°)
2.26986485188378e+001	(2.26827062199555e-006dB,-2.21123914245017e-002°)
2.27509743077203e+001	(2.27874048263782e-006dB,-2.21633657804619e-002°)
