Freq.	V(n003)
1.11429453359173e+001	(-7.44498462409739e+001dB,8.99891448552453e+001°)
1.11686324778056e+001	(-7.44298462384508e+001dB,8.99891198315488e+001°)
1.11943788346715e+001	(-7.44098462359160e+001dB,8.99890947501667e+001°)
1.12201845430196e+001	(-7.43898462333695e+001dB,8.99890696109660e+001°)
1.12460497396692e+001	(-7.43698462308112e+001dB,8.99890444138135e+001°)
1.12719745617551e+001	(-7.43498462282412e+001dB,8.99890191585755e+001°)
1.12979591467279e+001	(-7.43298462256593e+001dB,8.99889938451181e+001°)
1.13240036323555e+001	(-7.43098462230655e+001dB,8.99889684733072e+001°)
1.13501081567231e+001	(-7.42898462204597e+001dB,8.99889430430082e+001°)
1.13762728582343e+001	(-7.42698462178418e+001dB,8.99889175540862e+001°)
1.14024978756117e+001	(-7.42498462152119e+001dB,8.99888920064062e+001°)
1.14287833478977e+001	(-7.42298462125699e+001dB,8.99888663998327e+001°)
1.14551294144553e+001	(-7.42098462099156e+001dB,8.99888407342299e+001°)
1.14815362149688e+001	(-7.41898462072491e+001dB,8.99888150094618e+001°)
1.15080038894443e+001	(-7.41698462045703e+001dB,8.99887892253919e+001°)
1.15345325782109e+001	(-7.41498462018792e+001dB,8.99887633818836e+001°)
1.15611224219210e+001	(-7.41298461991756e+001dB,8.99887374787998e+001°)
1.15877735615512e+001	(-7.41098461964595e+001dB,8.99887115160032e+001°)
1.16144861384034e+001	(-7.40898461937309e+001dB,8.99886854933562e+001°)
1.16412602941049e+001	(-7.40698461909897e+001dB,8.99886594107207e+001°)
1.16680961706096e+001	(-7.40498461882358e+001dB,8.99886332679585e+001°)
1.16949939101987e+001	(-7.40298461854693e+001dB,8.99886070649310e+001°)
1.17219536554813e+001	(-7.40098461826900e+001dB,8.99885808014993e+001°)
1.17489755493953e+001	(-7.39898461798978e+001dB,8.99885544775241e+001°)
1.17760597352080e+001	(-7.39698461770927e+001dB,8.99885280928658e+001°)
1.18032063565173e+001	(-7.39498461742747e+001dB,8.99885016473845e+001°)
1.18304155572516e+001	(-7.39298461714437e+001dB,8.99884751409402e+001°)
1.18576874816716e+001	(-7.39098461685997e+001dB,8.99884485733921e+001°)
1.18850222743701e+001	(-7.38898461657425e+001dB,8.99884219445994e+001°)
1.19124200802737e+001	(-7.38698461628721e+001dB,8.99883952544210e+001°)
1.19398810446427e+001	(-7.38498461599884e+001dB,8.99883685027154e+001°)
1.19674053130724e+001	(-7.38298461570915e+001dB,8.99883416893407e+001°)
1.19949930314937e+001	(-7.38098461541812e+001dB,8.99883148141548e+001°)
1.20226443461741e+001	(-7.37898461512574e+001dB,8.99882878770151e+001°)
1.20503594037179e+001	(-7.37698461483202e+001dB,8.99882608777789e+001°)
1.20781383510678e+001	(-7.37498461453693e+001dB,8.99882338163029e+001°)
1.21059813355048e+001	(-7.37298461424049e+001dB,8.99882066924438e+001°)
1.21338885046497e+001	(-7.37098461394268e+001dB,8.99881795060578e+001°)
1.21618600064636e+001	(-7.36898461364350e+001dB,8.99881522570006e+001°)
1.21898959892486e+001	(-7.36698461334293e+001dB,8.99881249451278e+001°)
1.22179966016487e+001	(-7.36498461304097e+001dB,8.99880975702946e+001°)
1.22461619926504e+001	(-7.36298461273763e+001dB,8.99880701323558e+001°)
1.22743923115840e+001	(-7.36098461243288e+001dB,8.99880426311661e+001°)
1.23026877081238e+001	(-7.35898461212672e+001dB,8.99880150665795e+001°)
1.23310483322890e+001	(-7.35698461181916e+001dB,8.99879874384500e+001°)
1.23594743344450e+001	(-7.35498461151017e+001dB,8.99879597466310e+001°)
1.23879658653036e+001	(-7.35298461119976e+001dB,8.99879319909757e+001°)
1.24165230759240e+001	(-7.35098461088791e+001dB,8.99879041713370e+001°)
1.24451461177138e+001	(-7.34898461057462e+001dB,8.99878762875674e+001°)
1.24738351424294e+001	(-7.34698461025989e+001dB,8.99878483395191e+001°)
1.25025903021771e+001	(-7.34498460994371e+001dB,8.99878203270438e+001°)
1.25314117494141e+001	(-7.34298460962606e+001dB,8.99877922499930e+001°)
1.25602996369487e+001	(-7.34098460930695e+001dB,8.99877641082179e+001°)
1.25892541179416e+001	(-7.33898460898637e+001dB,8.99877359015693e+001°)
1.26182753459066e+001	(-7.33698460866431e+001dB,8.99877076298976e+001°)
1.26473634747114e+001	(-7.33498460834076e+001dB,8.99876792930530e+001°)
1.26765186585784e+001	(-7.33298460801571e+001dB,8.99876508908851e+001°)
1.27057410520853e+001	(-7.33098460768917e+001dB,8.99876224232435e+001°)
1.27350308101665e+001	(-7.32898460736112e+001dB,8.99875938899771e+001°)
1.27643880881134e+001	(-7.32698460703155e+001dB,8.99875652909347e+001°)
1.27938130415752e+001	(-7.32498460670047e+001dB,8.99875366259646e+001°)
1.28233058265601e+001	(-7.32298460636785e+001dB,8.99875078949150e+001°)
1.28528665994361e+001	(-7.32098460603370e+001dB,8.99874790976334e+001°)
1.28824955169313e+001	(-7.31898460569801e+001dB,8.99874502339672e+001°)
1.29121927361353e+001	(-7.31698460536077e+001dB,8.99874213037633e+001°)
1.29419584144998e+001	(-7.31498460502197e+001dB,8.99873923068684e+001°)
1.29717927098395e+001	(-7.31298460468161e+001dB,8.99873632431287e+001°)
1.30016957803328e+001	(-7.31098460433968e+001dB,8.99873341123901e+001°)
1.30316677845229e+001	(-7.30898460399617e+001dB,8.99873049144982e+001°)
1.30617088813183e+001	(-7.30698460365107e+001dB,8.99872756492982e+001°)
1.30918192299940e+001	(-7.30498460330438e+001dB,8.99872463166348e+001°)
1.31219989901920e+001	(-7.30298460295609e+001dB,8.99872169163527e+001°)
1.31522483219223e+001	(-7.30098460260619e+001dB,8.99871874482959e+001°)
1.31825673855640e+001	(-7.29898460225468e+001dB,8.99871579123081e+001°)
1.32129563418657e+001	(-7.29698460190154e+001dB,8.99871283082328e+001°)
1.32434153519466e+001	(-7.29498460154678e+001dB,8.99870986359131e+001°)
1.32739445772973e+001	(-7.29298460119038e+001dB,8.99870688951915e+001°)
1.33045441797808e+001	(-7.29098460083233e+001dB,8.99870390859105e+001°)
1.33352143216332e+001	(-7.28898460047263e+001dB,8.99870092079119e+001°)
1.33659551654643e+001	(-7.28698460011127e+001dB,8.99869792610374e+001°)
1.33967668742593e+001	(-7.28498459974824e+001dB,8.99869492451282e+001°)
1.34276496113785e+001	(-7.28298459938354e+001dB,8.99869191600251e+001°)
1.34586035405594e+001	(-7.28098459901715e+001dB,8.99868890055686e+001°)
1.34896288259164e+001	(-7.27898459864907e+001dB,8.99868587815989e+001°)
1.35207256319427e+001	(-7.27698459827929e+001dB,8.99868284879557e+001°)
1.35518941235103e+001	(-7.27498459790781e+001dB,8.99867981244784e+001°)
1.35831344658714e+001	(-7.27298459753461e+001dB,8.99867676910060e+001°)
1.36144468246594e+001	(-7.27098459715968e+001dB,8.99867371873772e+001°)
1.36458313658891e+001	(-7.26898459678303e+001dB,8.99867066134302e+001°)
1.36772882559584e+001	(-7.26698459640464e+001dB,8.99866759690030e+001°)
1.37088176616484e+001	(-7.26498459602450e+001dB,8.99866452539330e+001°)
1.37404197501251e+001	(-7.26298459564261e+001dB,8.99866144680574e+001°)
1.37720946889394e+001	(-7.26098459525896e+001dB,8.99865836112130e+001°)
1.38038426460287e+001	(-7.25898459487353e+001dB,8.99865526832361e+001°)
1.38356637897177e+001	(-7.25698459448633e+001dB,8.99865216839629e+001°)
1.38675582887188e+001	(-7.25498459409733e+001dB,8.99864906132289e+001°)
1.38995263121334e+001	(-7.25298459370655e+001dB,8.99864594708694e+001°)
1.39315680294529e+001	(-7.25098459331396e+001dB,8.99864282567194e+001°)
1.39636836105593e+001	(-7.24898459291955e+001dB,8.99863969706132e+001°)
1.39958732257261e+001	(-7.24698459252333e+001dB,8.99863656123851e+001°)
1.40281370456195e+001	(-7.24498459212527e+001dB,8.99863341818687e+001°)
1.40604752412990e+001	(-7.24298459172538e+001dB,8.99863026788975e+001°)
1.40928879842186e+001	(-7.24098459132365e+001dB,8.99862711033044e+001°)
1.41253754462274e+001	(-7.23898459092006e+001dB,8.99862394549220e+001°)
1.41579377995707e+001	(-7.23698459051460e+001dB,8.99862077335824e+001°)
1.41905752168908e+001	(-7.23498459010728e+001dB,8.99861759391176e+001°)
1.42232878712281e+001	(-7.23298458969807e+001dB,8.99861440713589e+001°)
1.42560759360218e+001	(-7.23098458928698e+001dB,8.99861121301374e+001°)
1.42889395851109e+001	(-7.22898458887399e+001dB,8.99860801152837e+001°)
1.43218789927353e+001	(-7.22698458845909e+001dB,8.99860480266281e+001°)
1.43548943335364e+001	(-7.22498458804228e+001dB,8.99860158640005e+001°)
1.43879857825583e+001	(-7.22298458762354e+001dB,8.99859836272303e+001°)
1.44211535152486e+001	(-7.22098458720287e+001dB,8.99859513161467e+001°)
1.44543977074592e+001	(-7.21898458678026e+001dB,8.99859189305782e+001°)
1.44877185354475e+001	(-7.21698458635570e+001dB,8.99858864703532e+001°)
1.45211161758773e+001	(-7.21498458592918e+001dB,8.99858539352997e+001°)
1.45545908058195e+001	(-7.21298458550069e+001dB,8.99858213252450e+001°)
1.45881426027534e+001	(-7.21098458507022e+001dB,8.99857886400164e+001°)
1.46217717445671e+001	(-7.20898458463777e+001dB,8.99857558794404e+001°)
1.46554784095590e+001	(-7.20698458420331e+001dB,8.99857230433435e+001°)
1.46892627764385e+001	(-7.20498458376686e+001dB,8.99856901315515e+001°)
1.47231250243271e+001	(-7.20298458332839e+001dB,8.99856571438899e+001°)
1.47570653327588e+001	(-7.20098458288789e+001dB,8.99856240801839e+001°)
1.47910838816819e+001	(-7.19898458244536e+001dB,8.99855909402581e+001°)
1.48251808514594e+001	(-7.19698458200079e+001dB,8.99855577239368e+001°)
1.48593564228699e+001	(-7.19498458155417e+001dB,8.99855244310439e+001°)
1.48936107771090e+001	(-7.19298458110549e+001dB,8.99854910614030e+001°)
1.49279440957898e+001	(-7.19098458065473e+001dB,8.99854576148370e+001°)
1.49623565609442e+001	(-7.18898458020189e+001dB,8.99854240911687e+001°)
1.49968483550236e+001	(-7.18698457974697e+001dB,8.99853904902202e+001°)
1.50314196609001e+001	(-7.18498457928994e+001dB,8.99853568118135e+001°)
1.50660706618673e+001	(-7.18298457883081e+001dB,8.99853230557701e+001°)
1.51008015416413e+001	(-7.18098457836955e+001dB,8.99852892219108e+001°)
1.51356124843619e+001	(-7.17898457790617e+001dB,8.99852553100564e+001°)
1.51705036745932e+001	(-7.17698457744065e+001dB,8.99852213200270e+001°)
1.52054752973248e+001	(-7.17498457697297e+001dB,8.99851872516424e+001°)
1.52405275379728e+001	(-7.17298457650314e+001dB,8.99851531047221e+001°)
1.52756605823806e+001	(-7.17098457603115e+001dB,8.99851188790849e+001°)
1.53108746168202e+001	(-7.16898457555697e+001dB,8.99850845745494e+001°)
1.53461698279928e+001	(-7.16698457508060e+001dB,8.99850501909337e+001°)
1.53815464030302e+001	(-7.16498457460204e+001dB,8.99850157280556e+001°)
1.54170045294954e+001	(-7.16298457412126e+001dB,8.99849811857322e+001°)
1.54525443953840e+001	(-7.16098457363827e+001dB,8.99849465637805e+001°)
1.54881661891247e+001	(-7.15898457315305e+001dB,8.99849118620169e+001°)
1.55238700995807e+001	(-7.15698457266558e+001dB,8.99848770802574e+001°)
1.55596563160506e+001	(-7.15498457217587e+001dB,8.99848422183176e+001°)
1.55955250282694e+001	(-7.15298457168390e+001dB,8.99848072760127e+001°)
1.56314764264094e+001	(-7.15098457118966e+001dB,8.99847722531573e+001°)
1.56675107010813e+001	(-7.14898457069313e+001dB,8.99847371495659e+001°)
1.57036280433354e+001	(-7.14698457019432e+001dB,8.99847019650523e+001°)
1.57398286446620e+001	(-7.14498456969320e+001dB,8.99846666994300e+001°)
1.57761126969933e+001	(-7.14298456918976e+001dB,8.99846313525119e+001°)
1.58124803927037e+001	(-7.14098456868401e+001dB,8.99845959241107e+001°)
1.58489319246110e+001	(-7.13898456817592e+001dB,8.99845604140385e+001°)
1.58854674859776e+001	(-7.13698456766548e+001dB,8.99845248221070e+001°)
1.59220872705115e+001	(-7.13498456715269e+001dB,8.99844891481277e+001°)
1.59587914723672e+001	(-7.13298456663753e+001dB,8.99844533919112e+001°)
1.59955802861465e+001	(-7.13098456612000e+001dB,8.99844175532681e+001°)
1.60324539069002e+001	(-7.12898456560007e+001dB,8.99843816320083e+001°)
1.60694125301286e+001	(-7.12698456507775e+001dB,8.99843456279414e+001°)
1.61064563517825e+001	(-7.12498456455301e+001dB,8.99843095408765e+001°)
1.61435855682647e+001	(-7.12298456402585e+001dB,8.99842733706222e+001°)
1.61808003764305e+001	(-7.12098456349626e+001dB,8.99842371169868e+001°)
1.62181009735891e+001	(-7.11898456296422e+001dB,8.99842007797780e+001°)
1.62554875575047e+001	(-7.11698456242973e+001dB,8.99841643588033e+001°)
1.62929603263970e+001	(-7.11498456189277e+001dB,8.99841278538695e+001°)
1.63305194789432e+001	(-7.11298456135334e+001dB,8.99840912647830e+001°)
1.63681652142779e+001	(-7.11098456081141e+001dB,8.99840545913499e+001°)
1.64058977319952e+001	(-7.10898456026698e+001dB,8.99840178333758e+001°)
1.64437172321491e+001	(-7.10698455972004e+001dB,8.99839809906657e+001°)
1.64816239152549e+001	(-7.10498455917057e+001dB,8.99839440630243e+001°)
1.65196179822900e+001	(-7.10298455861857e+001dB,8.99839070502558e+001°)
1.65576996346951e+001	(-7.10098455806402e+001dB,8.99838699521639e+001°)
1.65958690743754e+001	(-7.09898455750691e+001dB,8.99838327685521e+001°)
1.66341265037015e+001	(-7.09698455694723e+001dB,8.99837954992231e+001°)
1.66724721255104e+001	(-7.09498455638496e+001dB,8.99837581439794e+001°)
1.67109061431069e+001	(-7.09298455582011e+001dB,8.99837207026228e+001°)
1.67494287602642e+001	(-7.09098455525264e+001dB,8.99836831749550e+001°)
1.67880401812254e+001	(-7.08898455468255e+001dB,8.99836455607768e+001°)
1.68267406107045e+001	(-7.08698455410983e+001dB,8.99836078598889e+001°)
1.68655302538872e+001	(-7.08498455353447e+001dB,8.99835700720915e+001°)
1.69044093164324e+001	(-7.08298455295645e+001dB,8.99835321971840e+001°)
1.69433780044731e+001	(-7.08098455237577e+001dB,8.99834942349658e+001°)
1.69824365246172e+001	(-7.07898455179240e+001dB,8.99834561852356e+001°)
1.70215850839493e+001	(-7.07698455120634e+001dB,8.99834180477916e+001°)
1.70608238900310e+001	(-7.07498455061758e+001dB,8.99833798224316e+001°)
1.71001531509027e+001	(-7.07298455002610e+001dB,8.99833415089530e+001°)
1.71395730750841e+001	(-7.07098454943189e+001dB,8.99833031071526e+001°)
1.71790838715757e+001	(-7.06898454883493e+001dB,8.99832646168269e+001°)
1.72186857498599e+001	(-7.06698454823522e+001dB,8.99832260377717e+001°)
1.72583789199018e+001	(-7.06498454763275e+001dB,8.99831873697824e+001°)
1.72981635921508e+001	(-7.06298454702749e+001dB,8.99831486126542e+001°)
1.73380399775412e+001	(-7.06098454641944e+001dB,8.99831097661815e+001°)
1.73780082874935e+001	(-7.05898454580858e+001dB,8.99830708301583e+001°)
1.74180687339159e+001	(-7.05698454519490e+001dB,8.99830318043782e+001°)
1.74582215292048e+001	(-7.05498454457839e+001dB,8.99829926886344e+001°)
1.74984668862464e+001	(-7.05298454395903e+001dB,8.99829534827193e+001°)
1.75388050184174e+001	(-7.05098454333681e+001dB,8.99829141864251e+001°)
1.75792361395867e+001	(-7.04898454271173e+001dB,8.99828747995436e+001°)
1.76197604641161e+001	(-7.04698454208375e+001dB,8.99828353218658e+001°)
1.76603782068614e+001	(-7.04498454145288e+001dB,8.99827957531825e+001°)
1.77010895831740e+001	(-7.04298454081910e+001dB,8.99827560932839e+001°)
1.77418948089014e+001	(-7.04098454018239e+001dB,8.99827163419596e+001°)
1.77827941003890e+001	(-7.03898453954274e+001dB,8.99826764989990e+001°)
1.78237876744807e+001	(-7.03698453890014e+001dB,8.99826365641908e+001°)
1.78648757485203e+001	(-7.03498453825458e+001dB,8.99825965373232e+001°)
1.79060585403527e+001	(-7.03298453760603e+001dB,8.99825564181841e+001°)
1.79473362683250e+001	(-7.03098453695449e+001dB,8.99825162065608e+001°)
1.79887091512877e+001	(-7.02898453629994e+001dB,8.99824759022399e+001°)
1.80301774085955e+001	(-7.02698453564237e+001dB,8.99824355050079e+001°)
1.80717412601090e+001	(-7.02498453498177e+001dB,8.99823950146506e+001°)
1.81134009261958e+001	(-7.02298453431812e+001dB,8.99823544309532e+001°)
1.81551566277311e+001	(-7.02098453365140e+001dB,8.99823137537007e+001°)
1.81970085860996e+001	(-7.01898453298161e+001dB,8.99822729826773e+001°)
1.82389570231961e+001	(-7.01698453230872e+001dB,8.99822321176669e+001°)
1.82810021614272e+001	(-7.01498453163273e+001dB,8.99821911584528e+001°)
1.83231442237119e+001	(-7.01298453095362e+001dB,8.99821501048178e+001°)
1.83653834334832e+001	(-7.01098453027138e+001dB,8.99821089565444e+001°)
1.84077200146893e+001	(-7.00898452958598e+001dB,8.99820677134143e+001°)
1.84501541917945e+001	(-7.00698452889742e+001dB,8.99820263752088e+001°)
1.84926861897805e+001	(-7.00498452820569e+001dB,8.99819849417088e+001°)
1.85353162341479e+001	(-7.00298452751075e+001dB,8.99819434126946e+001°)
1.85780445509167e+001	(-7.00098452681262e+001dB,8.99819017879461e+001°)
1.86208713666284e+001	(-6.99898452611126e+001dB,8.99818600672425e+001°)
1.86637969083464e+001	(-6.99698452540666e+001dB,8.99818182503626e+001°)
1.87068214036578e+001	(-6.99498452469881e+001dB,8.99817763370848e+001°)
1.87499450806739e+001	(-6.99298452398770e+001dB,8.99817343271867e+001°)
1.87931681680324e+001	(-6.99098452327330e+001dB,8.99816922204458e+001°)
1.88364908948977e+001	(-6.98898452255560e+001dB,8.99816500166386e+001°)
1.88799134909627e+001	(-6.98698452183459e+001dB,8.99816077155415e+001°)
1.89234361864495e+001	(-6.98498452111025e+001dB,8.99815653169302e+001°)
1.89670592121112e+001	(-6.98298452038257e+001dB,8.99815228205799e+001°)
1.90107827992327e+001	(-6.98098451965153e+001dB,8.99814802262652e+001°)
1.90546071796322e+001	(-6.97898451891712e+001dB,8.99814375337605e+001°)
1.90985325856621e+001	(-6.97698451817931e+001dB,8.99813947428391e+001°)
1.91425592502106e+001	(-6.97498451743811e+001dB,8.99813518532745e+001°)
1.91866874067026e+001	(-6.97298451669347e+001dB,8.99813088648390e+001°)
1.92309172891013e+001	(-6.97098451594541e+001dB,8.99812657773048e+001°)
1.92752491319091e+001	(-6.96898451519389e+001dB,8.99812225904435e+001°)
1.93196831701690e+001	(-6.96698451443890e+001dB,8.99811793040261e+001°)
1.93642196394658e+001	(-6.96498451368042e+001dB,8.99811359178231e+001°)
1.94088587759275e+001	(-6.96298451291845e+001dB,8.99810924316044e+001°)
1.94536008162263e+001	(-6.96098451215295e+001dB,8.99810488451394e+001°)
1.94984459975802e+001	(-6.95898451138393e+001dB,8.99810051581972e+001°)
1.95433945577537e+001	(-6.95698451061135e+001dB,8.99809613705461e+001°)
1.95884467350596e+001	(-6.95498450983521e+001dB,8.99809174819538e+001°)
1.96336027683602e+001	(-6.95298450905549e+001dB,8.99808734921878e+001°)
1.96788628970682e+001	(-6.95098450827216e+001dB,8.99808294010148e+001°)
1.97242273611483e+001	(-6.94898450748522e+001dB,8.99807852082009e+001°)
1.97696964011183e+001	(-6.94698450669465e+001dB,8.99807409135120e+001°)
1.98152702580507e+001	(-6.94498450590043e+001dB,8.99806965167132e+001°)
1.98609491735734e+001	(-6.94298450510255e+001dB,8.99806520175690e+001°)
1.99067333898716e+001	(-6.94098450430098e+001dB,8.99806074158436e+001°)
1.99526231496885e+001	(-6.93898450349571e+001dB,8.99805627113004e+001°)
1.99986186963271e+001	(-6.93698450268672e+001dB,8.99805179037025e+001°)
2.00447202736513e+001	(-6.93498450187400e+001dB,8.99804729928123e+001°)
2.00909281260870e+001	(-6.93298450105753e+001dB,8.99804279783916e+001°)
2.01372424986236e+001	(-6.93098450023729e+001dB,8.99803828602019e+001°)
2.01836636368153e+001	(-6.92898449941327e+001dB,8.99803376380038e+001°)
2.02301917867824e+001	(-6.92698449858544e+001dB,8.99802923115577e+001°)
2.02768271952125e+001	(-6.92498449775379e+001dB,8.99802468806231e+001°)
2.03235701093619e+001	(-6.92298449691830e+001dB,8.99802013449593e+001°)
2.03704207770569e+001	(-6.92098449607895e+001dB,8.99801557043248e+001°)
2.04173794466950e+001	(-6.91898449523573e+001dB,8.99801099584777e+001°)
2.04644463672464e+001	(-6.91698449438862e+001dB,8.99800641071753e+001°)
2.05116217882553e+001	(-6.91498449353760e+001dB,8.99800181501746e+001°)
2.05589059598411e+001	(-6.91298449268265e+001dB,8.99799720872319e+001°)
2.06062991326997e+001	(-6.91098449182375e+001dB,8.99799259181030e+001°)
2.06538015581050e+001	(-6.90898449096089e+001dB,8.99798796425432e+001°)
2.07014134879101e+001	(-6.90698449009404e+001dB,8.99798332603070e+001°)
2.07491351745488e+001	(-6.90498448922320e+001dB,8.99797867711486e+001°)
2.07969668710366e+001	(-6.90298448834833e+001dB,8.99797401748214e+001°)
2.08449088309726e+001	(-6.90098448746943e+001dB,8.99796934710784e+001°)
2.08929613085401e+001	(-6.89898448658647e+001dB,8.99796466596721e+001°)
2.09411245585086e+001	(-6.89698448569944e+001dB,8.99795997403541e+001°)
2.09893988362349e+001	(-6.89498448480831e+001dB,8.99795527128758e+001°)
2.10377843976644e+001	(-6.89298448391306e+001dB,8.99795055769878e+001°)
2.10862814993326e+001	(-6.89098448301369e+001dB,8.99794583324402e+001°)
2.11348903983661e+001	(-6.88898448211016e+001dB,8.99794109789825e+001°)
2.11836113524847e+001	(-6.88698448120246e+001dB,8.99793635163637e+001°)
2.12324446200019e+001	(-6.88498448029058e+001dB,8.99793159443320e+001°)
2.12813904598268e+001	(-6.88298447937448e+001dB,8.99792682626353e+001°)
2.13304491314654e+001	(-6.88098447845416e+001dB,8.99792204710208e+001°)
2.13796208950220e+001	(-6.87898447752959e+001dB,8.99791725692351e+001°)
2.14289060112002e+001	(-6.87698447660075e+001dB,8.99791245570242e+001°)
2.14783047413050e+001	(-6.87498447566762e+001dB,8.99790764341335e+001°)
2.15278173472434e+001	(-6.87298447473018e+001dB,8.99790282003080e+001°)
2.15774440915263e+001	(-6.87098447378842e+001dB,8.99789798552918e+001°)
2.16271852372698e+001	(-6.86898447284231e+001dB,8.99789313988287e+001°)
2.16770410481966e+001	(-6.86698447189184e+001dB,8.99788828306618e+001°)
2.17270117886371e+001	(-6.86498447093698e+001dB,8.99788341505334e+001°)
2.17770977235312e+001	(-6.86298446997771e+001dB,8.99787853581856e+001°)
2.18272991184297e+001	(-6.86098446901401e+001dB,8.99787364533597e+001°)
2.18776162394952e+001	(-6.85898446804586e+001dB,8.99786874357963e+001°)
2.19280493535041e+001	(-6.85698446707325e+001dB,8.99786383052355e+001°)
2.19785987278479e+001	(-6.85498446609614e+001dB,8.99785890614170e+001°)
2.20292646305342e+001	(-6.85298446511453e+001dB,8.99785397040795e+001°)
2.20800473301886e+001	(-6.85098446412838e+001dB,8.99784902329614e+001°)
2.21309470960560e+001	(-6.84898446313768e+001dB,8.99784406478005e+001°)
2.21819641980018e+001	(-6.84698446214241e+001dB,8.99783909483338e+001°)
2.22330989065137e+001	(-6.84498446114255e+001dB,8.99783411342977e+001°)
2.22843514927027e+001	(-6.84298446013807e+001dB,8.99782912054283e+001°)
2.23357222283049e+001	(-6.84098445912896e+001dB,8.99782411614607e+001°)
2.23872113856830e+001	(-6.83898445811518e+001dB,8.99781910021297e+001°)
2.24388192378273e+001	(-6.83698445709673e+001dB,8.99781407271693e+001°)
2.24905460583574e+001	(-6.83498445607357e+001dB,8.99780903363130e+001°)
2.25423921215239e+001	(-6.83298445504570e+001dB,8.99780398292935e+001°)
2.25943577022094e+001	(-6.83098445401308e+001dB,8.99779892058432e+001°)
2.26464430759302e+001	(-6.82898445297569e+001dB,8.99779384656935e+001°)
2.26986485188378e+001	(-6.82698445193352e+001dB,8.99778876085755e+001°)
2.27509743077203e+001	(-6.82498445088653e+001dB,8.99778366342195e+001°)
